,zip,ESTAB,EMP,PAYANN,PAYANN/ESTAB,PAYANN/EMP,cluster
198,01519,101,1276.0,62644.0,620.2376237623762,49.094043887147336,2
199,01520,280,3065.0,122214.0,436.47857142857146,39.87406199021207,2
200,01521,19,69.0,1711.0,90.05263157894737,24.797101449275363,0
201,01522,33,117.0,4294.0,130.12121212121212,36.7008547008547,0
202,01523,124,2324.0,111474.0,898.983870967742,47.966437177280554,2
203,01524,108,1313.0,36542.0,338.35185185185185,27.83092155369383,2
204,01525,22,197.0,7848.0,356.72727272727275,39.83756345177665,0
205,01526,10,49.0,1458.0,145.8,29.755102040816325,0
206,01527,301,4669.0,174795.0,580.7142857142857,37.43735275219533,2
207,01529,30,88.0,3512.0,117.06666666666666,39.90909090909091,0
208,01531,18,34.0,1423.0,79.05555555555556,41.85294117647059,0
209,01532,503,8704.0,413701.0,822.4671968190855,47.5299862132353,2
210,01534,71,852.0,40069.0,564.3521126760563,47.029342723004696,2
211,01535,76,734.0,32367.0,425.88157894736844,44.096730245231605,2
212,01536,144,1885.0,112321.0,780.0069444444445,59.5867374005305,2
213,01537,66,806.0,39299.0,595.439393939394,48.75806451612903,2
214,01538,15,127.0,4453.0,296.8666666666667,35.06299212598425,0
215,01540,236,4551.0,247008.0,1046.6440677966102,54.27554383651945,2
216,01541,70,1273.0,18632.0,266.1714285714286,14.636292223095051,2
217,01542,34,457.0,24496.0,720.4705882352941,53.60175054704595,2
218,01543,117,940.0,37937.0,324.2478632478632,40.35851063829787,2
219,01545,801,11363.0,508524.0,634.8614232209737,44.75261814661621,2
220,01550,317,5396.0,226164.0,713.4511041009464,41.91326908821349,2
221,01560,60,340.0,19350.0,322.5,56.911764705882355,2
222,01561,27,631.0,25707.0,952.1111111111111,40.74009508716323,2
223,01562,220,2927.0,123151.0,559.7772727272727,42.07413734198838,2
224,01564,195,2233.0,93779.0,480.9179487179487,41.99686520376176,2
225,01566,237,3611.0,115456.0,487.15611814345993,31.97341456660205,2
226,01568,159,703.0,30610.0,192.51572327044025,43.54196301564723,2
227,01569,268,3628.0,174855.0,652.4440298507462,48.19597574421169,2
228,01570,375,6489.0,283514.0,756.0373333333333,43.691477885652645,2
229,01571,161,2565.0,102446.0,636.3105590062112,39.939961013645224,2
230,01581,933,23998.0,1649048.0,1767.4683815648445,68.7160596716393,2
231,01583,240,2520.0,100250.0,417.7083333333333,39.78174603174603,2
232,01585,82,752.0,27377.0,333.8658536585366,36.40558510638298,0
233,01588,213,3244.0,126691.0,594.793427230047,39.0539457459926,2
234,01590,152,1849.0,88938.0,585.1184210526316,48.100594916170905,2
235,01601,7,126.0,6641.0,948.7142857142857,52.70634920634921,2
236,01602,306,2832.0,92209.0,301.33660130718954,32.55967514124294,2
237,01603,410,7053.0,246271.0,600.6609756097561,34.9171983553098,2
238,01604,715,9819.0,367117.0,513.4503496503496,37.38843059374682,2
239,01605,591,23836.0,1446449.0,2447.4602368866326,60.68337808357107,2
240,01606,454,10450.0,485399.0,1069.160792951542,46.44966507177033,2
241,01607,142,2914.0,116150.0,817.9577464788732,39.85929993136582,2
242,01608,525,13691.0,777469.0,1480.8933333333334,56.78686728507779,2
243,01609,526,11351.0,403501.0,767.1121673003802,35.54761695004846,2
244,01610,365,9678.0,349302.0,956.9917808219178,36.09237445753255,2
245,01611,32,326.0,9815.0,306.71875,30.107361963190183,0
246,01612,73,806.0,22049.0,302.041095890411,27.356079404466502,2
247,01613,25,238.0,12908.0,516.32,54.23529411764706,0
248,01614,1,1.0,1.0,1.0,1.0,0
249,01615,10,387.0,25989.0,2598.9,67.15503875968992,2
250,01653,5,1.0,1.0,0.2,1.0,0
251,01655,6,63.0,3036.0,506.0,48.19047619047619,0
252,01701,1210,29559.0,2443015.0,2019.0206611570247,82.64877025609798,2
253,01702,904,12979.0,922967.0,1020.9811946902655,71.11233531088682,2
254,01703,6,21.0,1172.0,195.33333333333334,55.80952380952381,0
255,01704,5,29.0,558.0,111.6,19.24137931034483,0
256,01718,3,1.0,96.0,32.0,96.0,2
257,01719,128,4078.0,588483.0,4597.5234375,144.30676802354094,2
258,01720,712,8775.0,476812.0,669.6797752808989,54.33754985754986,2
259,01721,411,5053.0,202788.0,493.4014598540146,40.13219869384524,2
260,01730,543,17106.0,1573566.0,2897.9116022099447,91.9891266222378,2
261,01731,35,294.0,23959.0,684.5428571428571,81.49319727891157,2
262,01740,125,750.0,48022.0,384.176,64.02933333333333,2
263,01741,107,485.0,38782.0,362.4485981308411,79.96288659793814,2
264,01742,771,10072.0,705255.0,914.727626459144,70.02134630659253,2
265,01745,17,122.0,9126.0,536.8235294117648,74.80327868852459,0
266,01746,396,5425.0,340787.0,860.5732323232323,62.8178801843318,2
267,01747,150,1801.0,102976.0,686.5066666666667,57.17712382009994,2
268,01748,459,14658.0,2019501.0,4399.78431372549,137.77466230045027,2
269,01749,543,8100.0,351428.0,647.1970534069982,43.38617283950617,2
270,01752,1458,34708.0,3509337.0,2406.9526748971193,101.11032038723062,2
271,01754,272,2385.0,265630.0,976.5808823529412,111.37526205450733,2
272,01756,139,1094.0,36609.0,263.37410071942446,33.46343692870201,2
273,01757,822,16655.0,996145.0,1211.8552311435524,59.810567397178026,2
274,01760,1329,20393.0,1252144.0,942.1700526711813,61.40067670279017,2
275,01770,102,759.0,38192.0,374.4313725490196,50.31884057971015,2
276,01772,344,7748.0,626526.0,1821.296511627907,80.86293236964377,2
277,01773,148,1554.0,82549.0,557.7635135135135,53.12033462033462,2
278,01775,154,1357.0,68475.0,444.64285714285717,50.46057479734709,2
279,01776,542,6022.0,287604.0,530.6346863468634,47.7588840916639,2
280,01778,348,3396.0,164647.0,473.1235632183908,48.48262661955241,2
281,01784,4,29.0,1334.0,333.5,46.0,0
282,01801,2119,43559.0,2924165.0,1379.9740443605474,67.1311324869717,2
283,01803,1474,40005.0,3595973.0,2439.601763907734,89.88808898887639,2
284,01805,13,1.0,1.0,0.07692307692307693,1.0,0
285,01810,1028,28426.0,2631176.0,2559.509727626459,92.5623021177795,2
286,01812,1,1.0,1.0,1.0,1.0,0
287,01815,1,1.0,1.0,1.0,1.0,0
288,01821,728,14158.0,1202021.0,1651.1277472527472,84.90048029382682,2
289,01824,832,20242.0,1500260.0,1803.1971153846155,74.11619405197115,2
290,01826,546,4959.0,202253.0,370.4267399267399,40.785037305908446,2
291,01827,46,122.0,6037.0,131.2391304347826,49.48360655737705,0
292,01830,498,6764.0,233990.0,469.859437751004,34.593435836782966,2
293,01831,16,159.0,8027.0,501.6875,50.484276729559745,0
294,01832,315,4897.0,195870.0,621.8095238095239,39.99795793342863,2
295,01833,207,2358.0,103240.0,498.743961352657,43.78286683630195,2
296,01834,123,970.0,54120.0,440.0,55.79381443298969,2
297,01835,304,5845.0,261062.0,858.7565789473684,44.66415739948674,2
298,01840,335,6705.0,218526.0,652.3164179104477,32.59149888143177,2
299,01841,401,6577.0,296392.0,739.1321695760598,45.064923217272316,2
300,01842,18,221.0,16043.0,891.2777777777778,72.59276018099547,2
301,01843,475,9715.0,468248.0,985.7852631578947,48.198455995882654,2
302,01844,914,17292.0,722804.0,790.8140043763676,41.7999074716632,2
303,01845,889,16031.0,804014.0,904.4026996625422,50.153702201983656,2
304,01850,110,1468.0,38540.0,350.3636363636364,26.25340599455041,2
305,01851,457,8700.0,590632.0,1292.4113785557986,67.88873563218391,2
306,01852,750,11930.0,455924.0,607.8986666666667,38.21659681475273,2
307,01853,17,585.0,49374.0,2904.3529411764707,84.4,2
308,01854,302,7128.0,359477.0,1190.3211920529802,50.43167789001122,2
309,01860,90,599.0,20694.0,229.93333333333334,34.54757929883139,0
310,01862,375,8110.0,504640.0,1345.7066666666667,62.224414303329226,2
311,01863,220,2797.0,170660.0,775.7272727272727,61.015373614587055,2
312,01864,521,6888.0,526241.0,1010.0595009596929,76.3996806039489,2
313,01865,3,2.0,190.0,63.333333333333336,95.0,2
314,01866,7,20.0,1342.0,191.71428571428572,67.1,0
315,01867,540,7536.0,385504.0,713.8962962962963,51.15498938428875,2
316,01876,735,15198.0,895889.0,1218.8965986394558,58.94782208185288,2
317,01879,317,3638.0,156575.0,493.9274447949527,43.03875755909841,2
318,01880,897,14787.0,885556.0,987.241917502787,59.88746872252654,2
319,01885,11,18.0,1356.0,123.27272727272727,75.33333333333333,0
320,01886,620,10125.0,883267.0,1424.624193548387,87.23624691358025,2
321,01887,826,19613.0,1314168.0,1591.002421307506,67.0049456992811,2
322,01888,15,285.0,22410.0,1494.0,78.63157894736842,2
323,01889,2,1.0,1.0,0.5,1.0,0
324,01890,562,7083.0,410668.0,730.7259786476868,57.97938726528307,2
325,01901,285,7166.0,311821.0,1094.1087719298246,43.513954786491766,2
326,01902,428,3724.0,140910.0,329.2289719626168,37.838345864661655,2
327,01903,9,34.0,1539.0,171.0,45.26470588235294,0
328,01904,283,2399.0,87092.0,307.74558303886926,36.30345977490621,2
329,01905,332,4223.0,185987.0,560.2018072289156,44.0414397347857,2
330,01906,772,10154.0,298402.0,386.53108808290153,29.387630490447116,2
331,01907,325,2828.0,96516.0,296.9723076923077,34.12871287128713,2
332,01908,46,326.0,13256.0,288.17391304347825,40.66257668711656,0
333,01910,10,1.0,1.0,0.1,1.0,0
334,01913,423,4042.0,196959.0,465.6241134751773,48.728104898565064,2
335,01915,1285,22080.0,1200662.0,934.3673151750972,54.37780797101449,2
336,01921,147,1279.0,64996.0,442.1496598639456,50.81782642689601,2
337,01922,62,731.0,36594.0,590.2258064516129,50.06019151846785,2
338,01923,1100,30232.0,1324901.0,1204.4554545454546,43.82445752844668,2
339,01929,153,1089.0,57498.0,375.80392156862746,52.798898071625345,2
340,01930,899,9980.0,531166.0,590.8409343715239,53.22304609218437,2
341,01931,17,75.0,2388.0,140.47058823529412,31.84,0
342,01936,14,146.0,4127.0,294.7857142857143,28.267123287671232,0
343,01937,4,1.0,1.0,0.25,1.0,0
344,01938,384,4863.0,323571.0,842.6328125,66.53732264034547,2
345,01940,396,4792.0,271129.0,684.6691919191919,56.57950751252087,2
346,01944,175,1122.0,64020.0,365.8285714285714,57.05882352941177,2
347,01945,556,3782.0,160105.0,287.9586330935252,42.33342147012163,2
348,01949,324,3709.0,184171.0,568.429012345679,49.655163116743054,2
349,01950,763,10791.0,525008.0,688.083879423329,48.652395514780835,2
350,01951,79,388.0,13915.0,176.13924050632912,35.86340206185567,0
351,01952,276,2606.0,136754.0,495.4855072463768,52.47659247889486,2
352,01960,1444,22678.0,1094262.0,757.7991689750693,48.25213863656407,2
353,01961,31,371.0,17658.0,569.6129032258065,47.59568733153639,0
354,01965,11,314.0,41767.0,3797.0,133.01592356687897,2
355,01966,191,748.0,27589.0,144.44502617801047,36.88368983957219,2
356,01969,214,2645.0,119630.0,559.018691588785,45.22873345935728,2
357,01970,1145,17082.0,835831.0,729.9834061135372,48.930511649689734,2
358,01971,2,1.0,1.0,0.5,1.0,0
359,01982,142,892.0,40023.0,281.8521126760563,44.86883408071749,2
360,01983,241,2007.0,110032.0,456.5643153526971,54.824115595416046,2
361,01984,87,1733.0,41068.0,472.04597701149424,23.697634160415465,2
362,01985,71,547.0,24160.0,340.28169014084506,44.168190127970746,2
363,02018,5,79.0,7228.0,1445.6,91.49367088607595,2
364,02019,407,6585.0,270163.0,663.7911547911548,41.02703113135915,2
365,02020,12,124.0,3093.0,257.75,24.943548387096776,0
366,02021,946,22416.0,1670378.0,1765.7272727272727,74.51721984296931,2
367,02025,281,2397.0,86186.0,306.711743772242,35.95577805590321,2
368,02026,921,14785.0,735264.0,798.3322475570033,49.730402434900235,2
369,02027,16,251.0,21318.0,1332.375,84.93227091633466,2
370,02030,120,418.0,22538.0,187.81666666666666,53.91866028708134,2
371,02032,135,2414.0,94355.0,698.925925925926,39.08657829328914,2
372,02035,610,12793.0,724649.0,1187.9491803278688,56.64418041116235,2
373,02038,840,16319.0,766493.0,912.4916666666667,46.969360867700225,2
374,02040,4,22.0,928.0,232.0,42.18181818181818,0
375,02041,6,142.0,6428.0,1071.3333333333333,45.267605633802816,2
376,02043,856,15815.0,752617.0,879.2254672897196,47.588808093582045,2
377,02045,155,915.0,32352.0,208.7225806451613,35.35737704918033,2
378,02047,6,12.0,660.0,110.0,55.0,0
379,02048,595,13333.0,868703.0,1460.0050420168068,65.15435385884648,2
380,02050,523,4962.0,190660.0,364.5506692160612,38.42402257154373,2
381,02051,10,46.0,794.0,79.4,17.26086956521739,0
382,02052,303,2409.0,89135.0,294.17491749174917,37.000830220008304,2
383,02053,309,3118.0,139141.0,450.294498381877,44.62508017960231,2
384,02054,195,1461.0,51196.0,262.54358974358973,35.04175222450377,2
385,02056,239,2189.0,95896.0,401.2384937238494,43.80813156692554,2
386,02059,6,8.0,249.0,41.5,31.125,0
387,02060,9,96.0,7516.0,835.1111111111111,78.29166666666667,0
388,02061,611,9886.0,660635.0,1081.2356792144026,66.82530851709488,2
389,02062,1252,24826.0,1586192.0,1266.926517571885,63.89237090147426,2
390,02065,3,9.0,434.0,144.66666666666666,48.22222222222222,0
391,02066,362,2445.0,92661.0,255.9696132596685,37.89815950920245,2
392,02067,380,2842.0,136940.0,360.36842105263156,48.18437719915553,2
393,02070,4,22.0,982.0,245.5,44.63636363636363,0
394,02071,16,87.0,4479.0,279.9375,51.48275862068966,0
395,02072,900,32660.0,917373.0,1019.3033333333333,28.088579301898346,2
396,02081,600,7488.0,355197.0,591.995,47.435496794871796,2
397,02090,486,12720.0,832833.0,1713.648148148148,65.47429245283018,2
398,02093,416,5716.0,162636.0,390.9519230769231,28.452764170748775,2
399,02108,1158,25349.0,2007263.0,1733.387737478411,79.18509605901613,2
400,02109,1376,38134.0,4750151.0,3452.1446220930234,124.56471914826663,2
401,02110,1850,57094.0,8974528.0,4851.096216216216,157.18863628402283,2
402,02111,1003,30827.0,2664157.0,2656.1884346959123,86.42284361112013,2
403,02112,8,96.0,4012.0,501.5,41.791666666666664,0
404,02113,185,2210.0,87928.0,475.28648648648647,39.78642533936652,2
405,02114,691,40860.0,3330719.0,4820.143270622287,81.51539402838962,2
406,02115,603,62568.0,4010263.0,6650.5190713101165,64.0944732131441,2
407,02116,2069,58445.0,5906275.0,2854.6520057999032,101.0569766447087,2
408,02117,11,1.0,1.0,0.09090909090909091,1.0,0
409,02118,809,19135.0,1076022.0,1330.0642768850432,56.23318526260778,2
410,02119,453,7038.0,405671.0,895.5209713024283,57.64009661835749,2
411,02120,176,4300.0,196389.0,1115.846590909091,45.67186046511628,2
412,02121,189,1767.0,66350.0,351.05820105820106,37.54951895868704,2
413,02122,543,8250.0,353972.0,651.8821362799264,42.90569696969697,2
414,02123,5,1.0,1.0,0.2,1.0,0
415,02124,570,6437.0,231473.0,406.09298245614036,35.95976386515458,2
